Gene ID	EC#	dbCAN_hmm	dbCAN_sub	DIAMOND	#ofTools	Recommend Results	Substrate
NODE_12657_length_2699_cov_3.745461_3	-	-	-	GH0	1	-	-
NODE_1265_length_18580_cov_5.507962_9	2.4.1.1:158	GT35(155-891)	GT35_e0(158-891)	GT35	3	GT35_e0	-
NODE_126679_length_443_cov_1.811856_1	3.2.1.-:5	GH43_26(2-147)	GH43_e105(2-147)	GH43_26	3	GH43_26	arabinan
NODE_12667_length_2697_cov_78.952687_1	-	-	-	GT51	1	-	-
NODE_126695_length_443_cov_1.713918_1	-	-	GH13_e138(20-110)	-	1	-	-
NODE_1266_length_18563_cov_10.061109_20	-	GH24(30-161)	GH24_e283(31-162)	GH24	3	GH24_e283	peptidoglycan
NODE_126739_length_443_cov_1.554124_1	3.2.1.68:15;3.2.1.-:1	GH13_11(1-147)	GH13_e48(1-147)	-	2	GH13_11	alpha-glucan
NODE_126784_length_443_cov_1.412371_1	-	-	-	GH1	1	-	-
NODE_1267_length_18558_cov_18.760525_4	3.2.1.1:4;3.2.1.141:34|-	GH13_10(123-436)	CBM48_e0(7-106)+GH13_e85(124-437)	CBM48+GH13_10	3	CBM48_e0|GH13_10	alpha-glucan
NODE_1267_length_18558_cov_18.760525_5	5.4.99.15:5	GH13_26(25-309)	GH13_e105(17-311)	GH13_26	3	GH13_26	alpha-glucan
NODE_1267_length_18558_cov_18.760525_6	2.4.1.25:4;3.2.1.68:75;3.2.1.-:1|3.2.1.68:15;3.2.1.-:1	GH13_11(188-536)	CBM48_e3(15-108)+GH13_e48(188-537)	CBM48+GH13_11	3	CBM48_e3|GH13_11	-;alpha-glucan
NODE_126874_length_443_cov_0.932990_2	-	-	GT2(15-80)	-	1	-	-
NODE_12695_length_2694_cov_6.915498_1	-	-	-	GH4	1	-	-
NODE_1269_length_18544_cov_8.103142_21	-	-	-	GH23	1	-	-
NODE_1269_length_18544_cov_8.103142_22	-	GH23(19-120)	GH23_e36(24-118)	GH23	3	GH23_e36	-
NODE_126_length_67660_cov_12.651076_27	-	-	GT2(6-95)	GT2	2	GT2	-
NODE_12700_length_2693_cov_18.647081_2	-	GT119(29-371)	-	GT119	2	GT119	-
NODE_12701_length_2693_cov_17.409401_2	-	GT119(29-371)	-	GT119	2	GT119	-
NODE_12703_length_2693_cov_4.317665_1	-	-	-	GT39	1	-	-
NODE_127091_length_442_cov_1.749354_1	2.4.1.18:14	GH13_9(2-146)	GH13_e200(2-146)	-	2	GH13_9	alpha-glucan
NODE_1270_length_18536_cov_5.809588_10	-	-	-	GH16_18+GH16_18	1	-	-
NODE_1270_length_18536_cov_5.809588_14	-	-	-	GT48	1	-	-
NODE_12711_length_2691_cov_3.625569_2	-	-	-	GH2_3+GH2_3	1	-	-
NODE_12712_length_2691_cov_3.389605_2	-	-	GT4_e3829(500-557)	GT2+GT4	2	GT4_e3829	-
NODE_12719_length_2689_cov_12.753227_1	-	-	-	GH13_48	1	-	-
NODE_1271_length_18518_cov_5.696312_1	2.4.1.265:13;2.4.1.-:9	GT57(2-435)	GT57_e1(3-434)	GT57	3	GT57_e1	-
NODE_1271_length_18518_cov_5.696312_2	-	-	-	GH128	1	-	-
NODE_127215_length_442_cov_1.217054_1	-	GT81(1-139)	GT81_e1(1-145)	-	2	GT81_e1	-
NODE_12721_length_2689_cov_3.192483_1	-	-	GT2(371-561)	GT0+GT2	2	GT2	-
NODE_12721_length_2689_cov_3.192483_2	-	-	-	GT4	1	-	-
NODE_127251_length_442_cov_0.974160_1	2.4.1.109:13	GT39(11-146)	GT39_e30(12-146)	-	2	GT39_e30	-
NODE_12730_length_2687_cov_3.398556_1	-	-	-	GT1	1	-	-
NODE_12738_length_2685_cov_3.470722_2	-	-	-	CBM50	1	-	-
NODE_127416_length_441_cov_2.430052_1	2.4.1.-:18	GT56(2-136)	GT56_e0(2-138)	GT56	3	GT56_e0	-
NODE_12742_length_2684_cov_3.589578_2	3.2.1.113:99	GH47(45-528)	GH47_e17(45-528)	GH47	3	GH47_e17	host glycan
NODE_12744_length_2684_cov_2.988589_2	-	-	-	GT0	1	-	-
NODE_1274_length_18477_cov_237.600043_10	-	-	-	CE12	1	-	-
NODE_12750_length_2683_cov_3.716895_1	-	-	-	CE1	1	-	-
NODE_12754_length_2682_cov_24.915874_1	-	GT2(1-208)	GT2(1-192)	GT2	3	GT2	-
NODE_12754_length_2682_cov_24.915874_2	-	-	-	GH8	1	-	-
NODE_1275_length_18461_cov_41.694393_14	-	-	-	GT2	1	-	-
NODE_12768_length_2679_cov_271.643293_1	-	-	-	GH5_11	1	-	-
NODE_12777_length_2677_cov_71.840198_1	-	-	-	GH13_26	1	-	-
NODE_12777_length_2677_cov_71.840198_2	2.4.1.25:4;3.2.1.68:75;3.2.1.-:1|3.2.1.68:15;3.2.1.-:1	GH13_11(188-536)	CBM48_e3(15-108)+GH13_e48(188-537)	CBM48+GH13_11	3	CBM48_e3|GH13_11	-;alpha-glucan
NODE_12780_length_2677_cov_4.580473_1	-	-	-	GH73	1	-	-
NODE_127889_length_440_cov_1.833766_1	-	-	GH17_e51(1-146)	-	1	-	-
NODE_1278_length_18431_cov_5.945527_1	2.4.1.-:3	-	GT8_e134(90-391)	-	1	-	-
NODE_1278_length_18431_cov_5.945527_3	2.4.1.-:3	-	GT8_e134(79-369)	-	1	-	-
NODE_12791_length_2675_cov_4.153053_1	-	-	-	GT1	1	-	-
NODE_127920_length_440_cov_1.680519_1	-	-	GT2(1-110)	-	1	-	-
NODE_127953_length_440_cov_1.480519_1	-	GT2(1-116)	GT2(1-129)	-	2	GT2	-
NODE_127961_length_440_cov_1.480519_1	2.4.1.-:18	GT56(2-146)	GT56_e0(1-146)	-	2	GT56_e0	-
NODE_1279_length_18426_cov_39.603778_12	-	-	-	CBM50	1	-	-
NODE_1279_length_18426_cov_39.603778_5	-	-	-	GH13_3	1	-	-
NODE_127_length_67048_cov_40.563253_13	2.4.1.34:56	GT48(788-1583)	GT48_e0(791-1582)	GT48	3	GT48_e0	-
NODE_127_length_67048_cov_40.563253_14	2.4.1.-:30	GH72(26-342)	GH72_e1(26-342)	CBM43+GH72	3	GH72_e1	beta-glucan
NODE_127_length_67048_cov_40.563253_29	-	-	-	GT0	1	-	-
NODE_12804_length_2673_cov_3.659282_1	-	-	-	GH36	1	-	-
NODE_12808_length_2672_cov_90.471532_1	2.4.1.129:10	GT51(61-201)	GT51_e0(63-201)	GT51	3	GT51_e0	-
NODE_12812_length_2672_cov_3.573558_2	-	GT4(232-385)	GT4_e1700(237-385)	GT4	3	GT4_e1700	-
NODE_12817_length_2671_cov_3.721713_1	2.4.1.-:5	GT71(89-359)	GT71_e0(90-360)	GT71+GT71	3	GT71_e0	-
NODE_1281_length_18378_cov_4.496425_3	-	-	-	GT31	1	-	-
NODE_12833_length_2667_cov_20.520674_1	-	-	-	GT2	1	-	-
NODE_128403_length_439_cov_1.320312_2	-	-	GT4_e820(1-66)	-	1	-	-
NODE_128486_length_439_cov_0.968750_1	-	CE1(5-144)	-	-	1	-	-
NODE_128512_length_438_cov_24.347258_1	-	GH13_10(1-141)	GH13_e85(1-144)	-	2	GH13_10	-
NODE_12861_length_2659_cov_19.004224_3	-	-	-	GT2	1	-	-
NODE_12866_length_2659_cov_2.998848_1	-	-	GT8_e219(12-272)	GT8	2	GT8_e219	-
NODE_12867_length_2658_cov_11.484441_1	3.2.1.4:13;3.2.1.6:2;3.2.1.73:1	GH8(27-329)	GH8_e29(28-329)	GH8	3	GH8_e29	beta-glucan;cellulose
NODE_128686_length_438_cov_1.984334_1	-	-	GT2(2-145)	-	1	-	-
NODE_128785_length_438_cov_1.488251_1	-	GH28(6-145)	GH28_e5(6-145)	-	2	GH28_e5	pectin
NODE_12879_length_2657_cov_2.793620_2	-	AA6(3-178)	-	-	1	-	-
NODE_1287_length_18313_cov_8.733925_11	4.2.2.24:1	PL26(48-913)	PL26_e0(49-913)	PL26	3	PL26_e0	pectin
NODE_12880_length_2657_cov_2.325519_1	-	-	-	CBM48+GH13_11	1	-	-
NODE_12888_length_2653_cov_41.683218_3	-	-	-	CBM48+GH13_8+GH13_8	1	-	-
NODE_12891_length_2652_cov_6.132075_2	3.5.1.25:23	CE9(5-376)	CE9_e0(6-377)	CE9	3	CE9_e0	host glycan
NODE_12893_length_2652_cov_4.491336_3	-	-	GT2(17-120)	GT2	2	GT2	-
NODE_12898_length_2652_cov_2.593762_3	-	-	GH23_e61(57-198)	-	1	-	-
NODE_12899_length_2651_cov_96.358629_2	-	-	-	GT4	1	-	-
NODE_1289_length_18309_cov_8.444560_1	-	GH19_1(612-758)	GH19_e135(612-778)	GH19_1	3	GH19_1	-
NODE_128_length_67043_cov_41.381874_20	-	-	-	GH0	1	-	-
NODE_12909_length_2650_cov_2.592678_1	-	AA6(5-193)	AA6_e2(7-193)	-	2	AA6_e2	lignin
NODE_129124_length_437_cov_1.717277_1	4.2.2.6:3	PL22_1(1-144)	PL22_e0(1-144)	-	2	PL22_1	pectin
NODE_129177_length_437_cov_1.486911_1	3.2.1.17:8	-	GH24_e32(32-81)	-	1	-	peptidoglycan
NODE_12917_length_2648_cov_4.454686_2	-	-	-	GH92	1	-	-
NODE_1291_length_18304_cov_5.291468_9	-	-	-	GT2	1	-	-
NODE_129206_length_437_cov_1.306283_1	2.4.1.276:2	-	GT1_e11(1-144)	-	1	-	-
NODE_12921_length_2647_cov_4.125386_3	4.2.2.n1:8	GH104(8-160)	GH104_e0(10-161)	-	2	GH104_e0	peptidoglycan
NODE_12923_length_2647_cov_3.228395_2	-	-	-	GH72	1	-	-
NODE_129285_length_437_cov_0.929319_1	-	-	GT51_e9(17-67)	-	1	-	-
NODE_129354_length_436_cov_3.257218_1	-	-	GT4_e3014(1-107)	-	1	-	-
NODE_1293_length_18268_cov_9.493823_2	-	AA3(4-525)	-	-	1	-	-
NODE_129464_length_436_cov_1.984252_1	-	-	GT2(8-59)	-	1	-	-
NODE_12948_length_2643_cov_2.081530_3	-	-	GH24_e77(4-137)	-	1	-	peptidoglycan
NODE_12951_length_2642_cov_12.266332_1	-	-	GH23_e929(523-614)	GH0	2	GH23_e929	-
NODE_129537_length_436_cov_1.614173_1	4.2.2.n1:8	GH23(1-145)	GH23_e734(1-145)	-	2	GH23_e734	-
NODE_12957_length_2642_cov_2.493235_1	-	-	-	GH5_11	1	-	-
NODE_12958_length_2641_cov_70.399459_2	-	-	-	GT51	1	-	-
NODE_12958_length_2641_cov_70.399459_3	-	-	-	GT2	1	-	-
NODE_12959_length_2641_cov_70.046017_3	3.2.1.21:4;3.2.1.37:1;3.2.1.86:49	GH1(5-472)	GH1_e85(6-472)	GH1	3	GH1_e85	beta-glucan;xylan
NODE_1295_length_18234_cov_138.249959_13	2.4.1.129:12	GT51(54-229)	GT51_e130(55-230)	GT51	3	GT51_e130	-
NODE_129613_length_436_cov_1.356955_1	-	GT71(1-145)	GT71_e43(1-145)	-	2	GT71_e43	-
NODE_1296_length_18227_cov_74.234427_1	-	-	-	GH15	1	-	-
NODE_12970_length_2639_cov_10.702786_3	-	GT2(5-167)	GT2(6-165)	GT2	3	GT2	-
NODE_12977_length_2638_cov_3.872629_1	-	-	-	GT0	1	-	-
NODE_129784_length_435_cov_4.286842_1	3.2.1.17:2;3.2.1.-:11	GH73(46-132)	GH73_e162(47-144)	-	2	GH73_e162	-;peptidoglycan
NODE_12982_length_2637_cov_4.247095_3	-	-	-	CE12	1	-	-
NODE_12984_length_2636_cov_85.386284_4	-	-	GT2(2-150)	GT2	2	GT2	-
NODE_129853_length_435_cov_2.334211_1	3.2.1.17:2;3.2.1.-:11	GH73(46-132)	GH73_e162(47-144)	-	2	GH73_e162	-;peptidoglycan
NODE_12987_length_2636_cov_4.332817_2	-	-	-	GT4	1	-	-
NODE_12992_length_2635_cov_3.113953_2	-	GH129(355-674)	-	GH0	2	GH129	-
NODE_12993_length_2634_cov_139.703761_1	2.4.1.-:18	GT56(2-302)	GT56_e0(2-302)	GT56	3	GT56_e0	-
NODE_129_length_66843_cov_62.470324_30	-	GH23(31-151)	GH23_e433(33-148)	-	2	GH23_e433	-
NODE_12_length_150570_cov_41.501432_11	-	-	-	AA2	1	-	-
NODE_12_length_150570_cov_41.501432_16	-	-	-	GH125	1	-	-
NODE_12_length_150570_cov_41.501432_19	-	-	-	GT7	1	-	-
NODE_12_length_150570_cov_41.501432_39	-	-	-	GH105	1	-	-
NODE_12_length_150570_cov_41.501432_44	-	-	-	AA14	1	-	-
NODE_12_length_150570_cov_41.501432_56	-	-	-	GH31_15+GH31_15	1	-	-
NODE_12_length_150570_cov_41.501432_73	2.4.1.257:1	GT32(145-227)	GT32_e123(148-228)	GT32	3	GT32_e123	-
NODE_130009_length_435_cov_1.497368_1	2.4.1.-:12	GT26(4-136)	GT26_e141(2-137)	-	2	GT26_e141	-
NODE_130031_length_435_cov_1.418421_1	-	GT4(10-126)	GT4_e774(1-122)	-	2	GT4_e774	-
NODE_130116_length_435_cov_1.000000_1	-|-	-	CBM50_e126(30-72)+CBM50_e126(92-133)	-	1	-	chitin
NODE_13013_length_2630_cov_3.812039_3	-	-	-	GH5	1	-	-
NODE_130203_length_434_cov_2.934037_1	-	-	GH63_e11(1-144)	-	1	-	-
NODE_130221_length_434_cov_2.588391_1	-	GH24(1-122)	GH24_e98(1-123)	-	2	GH24_e98	peptidoglycan
NODE_130260_length_434_cov_2.142480_1	-	-	GT4_e4024(11-128)	-	1	-	-
NODE_130301_length_434_cov_1.952507_1	-	-	GT4_e1089(49-143)	-	1	-	-
NODE_130307_length_434_cov_1.905013_1	-	-	GH24_e86(2-71)	-	1	-	peptidoglycan
NODE_130377_length_434_cov_1.519789_1	-	GT2(26-114)	GT2(27-119)	-	2	GT2	-
NODE_130389_length_434_cov_1.503958_1	2.4.1.18:14	GH13_9(2-144)	GH13_e200(2-144)	-	2	GH13_9	alpha-glucan
NODE_13039_length_2625_cov_1.828016_1	-	GT4(3-124)	GT4_e3707(1-124)	-	2	GT4_e3707	-
NODE_13039_length_2625_cov_1.828016_2	-	GT4(195-333)	GT4_e1453(201-342)	GT4	3	GT4_e1453	-
NODE_13042_length_2624_cov_4.781627_2	2.4.1.15:96	GT20(3-455)	GT20_e1(3-457)	GT20	3	GT20_e1	-
NODE_130431_length_434_cov_1.385224_1	3.5.1.41:1	-	CE4_e177(1-68)	-	1	-	chitin
NODE_13046_length_2623_cov_128.552181_2	-	AA4(8-263)	AA4_e1(32-271)	-	2	AA4_e1	lignin
NODE_1304_length_18077_cov_76.077905_10	-	GT51(63-226)	GT51_e71(63-226)	GT51	3	GT51_e71	-
NODE_1304_length_18077_cov_76.077905_5	-	-	-	GT2	1	-	-
NODE_130521_length_434_cov_0.992084_1	3.2.1.26:13	GH32(22-139)	GH32_e0(23-143)	-	2	GH32_e0	fructan
NODE_1305_length_18072_cov_10.794416_19	-	-	-	GH0	1	-	-
NODE_1305_length_18072_cov_10.794416_8	-	-	-	GH1	1	-	-
NODE_13061_length_2622_cov_3.502922_1	-	-	-	AA3_2+AA3_2	1	-	-
NODE_13063_length_2622_cov_3.377873_2	-	-	GT32_e187(72-142)	GT0	2	GT32_e187	-
NODE_13064_length_2622_cov_3.120764_1	-	GT21(26-255)	GT21_e0(27-256)	GT21	3	GT21_e0	-
NODE_130714_length_433_cov_1.984127_1	2.4.1.129:11	GT51(28-136)	GT51_e28(28-144)	-	2	GT51_e28	-
NODE_130720_length_433_cov_1.939153_1	-	-	GT4_e4062(66-144)	-	1	-	-
NODE_130758_length_433_cov_1.743386_1	-	PL17_1(63-143)	PL17_e0(63-143)	-	2	PL17_1	-
NODE_13079_length_2618_cov_4.176356_1	-	-	-	GH50	1	-	-
NODE_130827_length_433_cov_1.492063_1	2.4.1.-:2	GT4(22-137)	GT4_e1251(28-143)	-	2	GT4_e1251	-
NODE_130949_length_433_cov_0.994709_1	2.4.99.-:11	GT9(5-132)	GT9_e84(2-133)	-	2	GT9_e84	-
NODE_1309_length_18013_cov_9.103241_3	-	-	AA2_e1(100-199)	AA0	2	AA2_e1	lignin
NODE_130_length_66837_cov_13.378500_25	-	-	-	GH3	1	-	-
NODE_130_length_66837_cov_13.378500_34	-	-	-	GH1	1	-	-
NODE_130_length_66837_cov_13.378500_45	-	-	-	GT119	1	-	-
NODE_130_length_66837_cov_13.378500_55	-	AA3_2(6-532)	AA3_e57(7-531)	AA3_2	3	AA3_2	-
NODE_131079_length_432_cov_2.588859_1	3.5.1.108:18	CE11(1-142)	CE11_e22(1-142)	-	2	CE11_e22	exo-polysaccharide
NODE_13112_length_2612_cov_4.315213_3	-	-	-	CBM50	1	-	-
NODE_131132_length_432_cov_2.071618_1	-	-	GT4_e1042(23-92)	-	1	-	-
NODE_131198_length_432_cov_1.660477_1	3.2.1.96:7	-	GH18_e406(1-135)	-	1	-	host glycan
NODE_13120_length_2610_cov_19.772211_1	-	GH23(73-184)	GH23_e641(68-185)	GH23	3	GH23_e641	-
NODE_13121_length_2610_cov_18.635225_3	-	GH23(74-184)	GH23_e641(68-185)	GH23	3	GH23_e641	-
NODE_13123_length_2610_cov_4.635616_2	-	-	-	GH38	1	-	-
NODE_131270_length_432_cov_1.472149_1	3.5.1.115:3	CE14(6-143)	CE14_e1(7-144)	-	2	CE14_e1	chitin
NODE_131311_length_432_cov_1.259947_1	-	-	GH38_e1(1-93)	-	1	-	-
NODE_13142_length_2608_cov_3.204857_1	2.4.1.25:22;3.2.1.33:21	GH133(271-656)	GH133_e0(273-656)	GH13_25+GH133+GH13_25	3	GH133_e0	alpha-glucan
NODE_13145_length_2607_cov_65.608150_1	-	-	-	GH28	1	-	-
NODE_131468_length_431_cov_2.526596_1	-	-	GT2(1-143)	-	1	-	-
NODE_131525_length_431_cov_2.085106_1	4.2.2.n1:10	-	GH23_e96(2-89)	-	1	-	-
NODE_131531_length_431_cov_2.021277_1	-	-	GT4_e1089(39-142)	-	1	-	-
NODE_13158_length_2606_cov_3.042336_1	-	-	-	GH23	1	-	-
NODE_131594_length_431_cov_1.765957_1	-	-	CBM50_e126(95-137)	-	1	-	chitin
NODE_13159_length_2606_cov_2.938848_1	-	-	-	GH16_2+GH16_2	1	-	-
NODE_131602_length_431_cov_1.760638_1	-	-	GH23_e548(1-82)	-	1	-	-
NODE_13163_length_2605_cov_3.752941_1	2.4.1.352:2	GH13_18(78-420)	GH13_e137(81-421)	GH13_18	3	GH13_18	glucosylglycerate
NODE_13164_length_2604_cov_5.872107_1	2.4.1.-:3	GT71(172-444)	GT71_e39(173-445)	GT71	3	GT71_e39	-
NODE_131664_length_431_cov_1.513298_1	-	AA6(9-118)	-	-	1	-	-
NODE_1316_length_17978_cov_5.785081_4	-	-	-	GH20	1	-	-
NODE_131713_length_431_cov_1.263298_1	3.2.1.68:15;3.2.1.-:1	GH13_11(2-142)	GH13_e48(2-142)	-	2	GH13_11	alpha-glucan
NODE_13173_length_2602_cov_4.036121_1	-	-	-	GH16_22+GH16_22	1	-	-
NODE_131771_length_431_cov_1.010638_1	-	GH28(29-143)	GH28_e87(2-143)	-	2	GH28_e87	pectin
NODE_13178_length_2601_cov_5.788295_5	3.2.1.17:1	GH19_1(37-166)	GH19_e11(18-185)	GH19_1	3	GH19_1	peptidoglycan
NODE_1317_length_17974_cov_14.516212_16	-	GT2(22-153)	GT2(23-247)	GT2	3	GT2	-
NODE_131900_length_430_cov_2.440000_1	-	-	GT2(1-61)	-	1	-	-
NODE_131_length_66570_cov_5.638052_31	-	-	-	GH43	1	-	-
NODE_131_length_66570_cov_5.638052_33	-	-	-	GH18	1	-	-
NODE_132024_length_430_cov_1.549333_1	3.2.1.10:1;3.2.1.20:1	GH13_23(2-142)	GH13_e182(2-143)	-	2	GH13_23	alpha-glucan
NODE_132058_length_430_cov_1.474667_1	4.2.2.n1:8	GH104(8-107)	GH104_e0(8-107)	-	2	GH104_e0	peptidoglycan
NODE_13205_length_2596_cov_32.915388_1	-	GT121(71-223)	-	GT121	2	GT121	-
NODE_13205_length_2596_cov_32.915388_2	2.4.1.56:10	GT9(104-313)	GT9_e82(106-316)	GT9	3	GT9_e82	-
NODE_13205_length_2596_cov_32.915388_3	2.4.99.-:10	GT73(1-166)	GT73_e2(1-166)	GT73	3	GT73_e2	-
NODE_13206_length_2596_cov_31.927194_1	2.4.99.-:10	GT73(1-165)	GT73_e2(1-165)	GT73	3	GT73_e2	-
NODE_13206_length_2596_cov_31.927194_2	2.4.1.56:10	GT9(113-322)	GT9_e82(115-325)	GT9	3	GT9_e82	-
NODE_13206_length_2596_cov_31.927194_3	-	GT121(71-223)	-	GT121	2	GT121	-
NODE_132071_length_430_cov_1.381333_2	3.2.1.39:2;3.2.1.58:2;3.2.1.-:25	GH55_1(2-114)	GH55_e0(2-120)	-	2	GH55_1	beta-glucan
NODE_13221_length_2595_cov_2.387402_4	-	GT60(5-126)	GT60_e2(6-126)	-	2	GT60_e2	-
NODE_13226_length_2594_cov_3.788893_1	-	-	-	GT69+GT69	1	-	-
NODE_1322_length_17907_cov_19.918833_19	-|-	GT2(10-124)	GT2(11-135)+GT2(561-858)	GT2	3	GT2|GT2	-
NODE_132317_length_429_cov_2.171123_1	-	-	GT2(1-79)	-	1	-	-
NODE_13231_length_2593_cov_7.942474_1	-	-	-	GT2	1	-	-
NODE_13236_length_2592_cov_3.453685_3	-	-	-	GT2	1	-	-
NODE_1323_length_17902_cov_5.149829_1	3.5.1.41:8	CE4(117-227)	CE4_e155(118-228)	CE4	3	CE4_e155	chitin
NODE_132407_length_429_cov_1.743316_1	-	-	CBM91_e10(55-143)	CBM91+GH43_10	2	CBM91_e10	xylan
NODE_132451_length_429_cov_1.521390_1	-	GT8(3-135)	GT8_e151(1-142)	-	2	GT8_e151	-
NODE_13245_length_2590_cov_3.954635_1	-	-	-	GT48	1	-	-
NODE_13246_length_2589_cov_12.895028_1	-	-	GT2(15-80)	-	1	-	-
NODE_132491_length_429_cov_1.374332_1	-	-	CBM67_e7(1-80)	-	1	-	rhamnose
NODE_1324_length_17900_cov_10.187111_4	-	-	GH39_e17(439-728)	GH0	2	GH39_e17	-
NODE_13250_length_2588_cov_134.836952_1	-	-	-	GT50	1	-	-
NODE_13251_length_2588_cov_92.120411_3	-	-	-	GH0	1	-	-
NODE_13253_length_2588_cov_4.699566_2	-	-	-	GT15	1	-	-
NODE_132541_length_429_cov_1.133690_1	3.2.1.55:3	GH43_34(1-143)	GH43_e159(1-143)	-	2	GH43_34	xylan
NODE_132593_length_429_cov_0.935829_1	4.2.2.9:3	PL9_1(1-143)	PL9_e1(1-143)	-	2	PL9_1	pectin
NODE_13259_length_2588_cov_2.652586_4	4.2.2.n1:10	GH103(2-233)	GH103_e0(1-233)	GH103	3	GH103_e0	peptidoglycan
NODE_13265_length_2587_cov_2.798578_2	-	-	-	GH13_22+GH13_22+GT5	1	-	-
NODE_1326_length_17892_cov_40.494085_5	-	GT2(460-986)	GT2(463-986)	GT2	3	GT2	-
NODE_1326_length_17892_cov_40.494085_6	-|-	GT2(267-426)	GT2(268-428)+GT2(455-699)	GT2	3	GT2|GT2	-
NODE_13276_length_2585_cov_61.383004_1	2.4.1.129:12	GT51(58-232)	GT51_e130(58-233)	GT51	3	GT51_e130	-
NODE_132786_length_428_cov_1.782842_1	-	GT62(2-142)	GT62_e5(1-142)	-	2	GT62_e5	-
NODE_132794_length_428_cov_1.777480_1	-	-	GH23_e489(32-94)	-	1	-	-
NODE_132852_length_428_cov_1.522788_1	-	-	GH77_e32(1-142)	-	1	-	alpha-glucan
NODE_132853_length_428_cov_1.520107_1	-	-	GT4_e2201(79-142)	-	1	-	-
NODE_132895_length_428_cov_1.329759_1	-	-	GT4_e1530(42-142)	-	1	-	-
NODE_13290_length_2584_cov_2.749308_1	-	-	GT2(25-276)	-	1	-	-
NODE_13291_length_2584_cov_2.661922_2	-	AA6(3-179)	-	-	1	-	-
NODE_132939_length_428_cov_1.134048_1	-	-	GH16_e162(11-98)	-	1	-	-
NODE_13294_length_2583_cov_4.448576_1	-	-	-	PL4_5+PL4_5	1	-	-
NODE_13295_length_2583_cov_3.551820_2	-	-	-	GH85	1	-	-
NODE_132984_length_428_cov_0.967828_1	-	-	GH23_e91(70-142)	-	1	-	-
NODE_132_length_66376_cov_42.030262_1	2.4.1.25:11	GH77(147-685)	GH77_e27(148-685)	GH77	3	GH77_e27	alpha-glucan
NODE_132_length_66376_cov_42.030262_15	-	-	-	GH0	1	-	-
NODE_132_length_66376_cov_42.030262_2	2.4.1.1:158	GT35(92-795)	GT35_e0(92-796)	GT35	3	GT35_e0	-
NODE_132_length_66376_cov_42.030262_44	2.4.2.43:13	GT83(8-520)	GT83_e0(7-513)	GT83	3	GT83_e0	-
NODE_132_length_66376_cov_42.030262_46	-	-	-	GT83	1	-	-
NODE_132_length_66376_cov_42.030262_47	-	GT2(11-171)	GT2(12-174)	GT2	3	GT2	-
NODE_132_length_66376_cov_42.030262_7	-	-	-	GH36	1	-	-
NODE_13304_length_2582_cov_7.391373_2	-	GT81(15-217)	GT81_e1(13-217)	GT81	3	GT81_e1	-
NODE_133071_length_427_cov_3.056452_1	-	GT8(5-141)	GT8_e175(1-142)	GT8	3	GT8_e175	-
NODE_1330_length_17860_cov_10.906712_1	-	-	-	GT4	1	-	-
NODE_1330_length_17860_cov_10.906712_11	-	-	-	GT1	1	-	-
NODE_1330_length_17860_cov_10.906712_12	-	CE1(179-395)	-	-	1	-	-
NODE_13315_length_2580_cov_4.101782_3	2.4.1.258:10	GT58(48-474)	GT58_e1(49-474)	-	2	GT58_e1	-
NODE_13320_length_2579_cov_3.482567_1	-	-	GH23_e145(20-147)	GH0	2	GH23_e145	-
NODE_133260_length_427_cov_1.572581_1	3.5.1.108:18	CE11(2-142)	CE11_e22(2-142)	-	2	CE11_e22	exo-polysaccharide
NODE_133289_length_427_cov_1.526882_1	2.4.99.-:1	-	GT107_e1(11-140)	-	1	-	-
NODE_133307_length_427_cov_1.483871_2	3.2.1.17:4	-	CBM50_e758(18-59)	-	1	-	chitin
NODE_133323_length_427_cov_1.381720_1	3.2.1.37:21;3.2.1.55:3;3.2.1.-:1	GH43_11(1-132)	GH43_e285(1-131)	-	2	GH43_11	arabinan;xylan
NODE_13332_length_2577_cov_8.111023_1	-	CE1(18-192)	-	-	1	-	-
NODE_133361_length_427_cov_1.241935_1	-	GT71(1-138)	GT71_e6(1-142)	-	2	GT71_e6	-
NODE_13336_length_2577_cov_3.432593_1	-	-	-	GH75	1	-	-
NODE_133373_length_427_cov_1.155914_1	-	-	CBM50_e126(50-92)	-	1	-	chitin
NODE_13337_length_2577_cov_2.961538_1	-	-	-	GT4	1	-	-
NODE_133393_length_427_cov_1.021505_1	-	GT8(5-120)	GT8_e176(1-136)	-	2	GT8_e176	-
NODE_133442_length_426_cov_43.528302_1	3.5.1.25:23	CE9(6-141)	CE9_e0(4-141)	-	2	CE9_e0	host glycan
NODE_1334_length_17819_cov_34.496904_1	4.2.2.6:3|4.2.2.6:3	PL22(31-137)+PL22_1(215-382)	PL22_e0(30-135)+PL22_e0(216-383)	PL22_1	3	PL22_e0|PL22_1	pectin
NODE_1334_length_17819_cov_34.496904_10	-	AA18(3-106)	-	-	1	-	-
NODE_1334_length_17819_cov_34.496904_15	-	GH1(7-462)	GH1_e42(8-464)	GH1	3	GH1_e42	-
NODE_13350_length_2575_cov_3.781746_1	2.4.1.257:1	-	GT32_e123(151-231)	GT32	2	GT32_e123	-
NODE_13351_length_2575_cov_3.320635_2	-	-	-	GT2	1	-	-
NODE_13351_length_2575_cov_3.320635_3	-|-	-	GT2(2-101)+GT2(159-287)	GT2	2	GT2|GT2	-
NODE_13353_length_2574_cov_5.904327_1	-	-	-	GT31	1	-	-
